,pid
2007545,888712
1590299,709468
1809439,800313
881002,384275
638077,276469
2128007,940019
2223617,985199
706198,307985
781822,340607
1635769,729375
1657709,738065
2052830,908706
1301456,578667
2088676,924023
1557177,694179
436596,185092
1070098,469979
2021618,896031
1600416,713229
1216196,537983
1715981,762716
767221,334505
1817785,803168
1919944,847350
2012170,891259
398278,169591
780448,340231
1085527,477497
2195883,972282
842663,365880
457425,194323
1918650,846921
2166121,957638
778753,339743
853397,371153
2105249,929652
966674,424269
1103066,485420
1857125,820146
1195864,527750
1140686,501353
1357297,604965
691511,300510
214953,90327
97600,41567
768172,334762
89215,38112
1162878,512162
318942,134847
183274,77645
828798,359481
348993,147668
789416,343857
1243280,551321
1100045,483595
1469295,656332
1760677,780239
270650,112828
1831809,809010
594799,255384
545797,234794
1304918,580526
1524052,680466
286943,120304
1596475,711864
1283450,570120
891377,388723
1036366,454112
909626,396485
1691672,752507
1607910,716475
682743,296978
2237817,991887
1390129,621294
2124859,938626
1208247,534744
1198300,529379
1075991,472595
531121,228677
186115,78431
184533,78048
1711978,761090
1329286,591654
936287,409490
605388,260484
1370703,611980
34990,15700
2125511,939130
425551,180835
187972,79222
1891601,834630
2146155,947643
947631,414826
271836,113432
332202,140472
1171732,516331
1695029,753366
1396070,624404
2244195,995190
1500667,670091
1320643,587469
356532,151219
1438968,644242
100224,42439
907264,395634
527177,226471
533399,229849
1230601,546101
1058915,464456
165033,69367
858481,374264
1613544,718906
1293463,574465
1875803,828218
1685793,749553
2061444,912856
1770187,784163
645629,279731
1270434,564036
683935,297529
568053,244579
452747,192129
1464632,654616
1909024,842284
16922,6950
1880270,829892
2215236,981318
896372,390490
16054,6409
1456623,651772
1731220,767731
283955,119173
2001511,885711
2033596,900278
1543374,688042
799660,347618
232491,97597
6698,2413
541087,232996
200871,84826
707216,308544
51251,22504
423141,179938
2239894,992893
1025050,448345
400629,170708
1539294,686453
1226466,543860
2145195,947260
11631,4727
417230,177811
51363,22518
116342,49262
1592070,710222
1783677,789137
1763661,781555
625125,269525
1007731,441042
1794592,793699
1607289,716284
1115626,490092
1049452,459625
2096363,926469
767119,334485
262634,109606
627585,270981
2109391,931169
606397,260874
2011032,890411
631963,273216
857049,373742
2093688,925611
1630550,727286
250626,104959
1584776,707237
1148652,504799
495134,211834
2218063,982356
949195,415653
1624618,724117
637150,276038
1889283,833506
101050,42726
691612,300543
1677325,746091
2102056,928328
764283,333229
1237411,548641
605843,260631
1933620,854621
1990974,881000
1244102,551626
1752549,776088
983866,431393
824793,357995
1919660,847214
1874860,827534
1100704,483788
934243,408589
516181,221548
587809,252368
370853,158176
1656770,737869
428785,182258
847293,368533
936545,409643
143401,60348
382832,163254
375976,160578
994850,436258
1417944,634250
1831362,808877
1309475,582313
1278681,567731
1555380,693443
295063,124005
1798659,795243
1398052,625304
340212,144063
1468594,656137
1494650,667020
1074709,472162
2091327,924920
1828855,807505
1744382,772777
2222845,984777
324296,137804
906447,395256
2185769,966556
1502023,670744
444629,188235
521772,223598
474366,201810
1810059,800595
2181890,964599
279499,116786
1215179,537555
919239,401316
2087949,923773
137429,58287
1029001,450272
141113,59318
1762433,780848
434907,184417
1641168,731010
2251986,998309
2171283,960057
246913,104068
1635657,729269
396273,168775
371299,158269
1142704,502069
372763,158990
1771981,784956
185560,78167
2241720,994076
1581721,705554
1991693,881443
1776969,786476
157306,66085
70408,30451
356006,150778
1602711,714527
1013339,443504
1184261,522359
239523,100708
1088270,478864
3606,1328
1175417,518869
830218,359943
1882376,830666
2220283,983840
2048509,907459
1644993,732599
476823,203006
2120747,936943
441169,187100
1339854,596576
1769162,783991
1862322,821849
1940802,857835
2102440,928432
238052,99800
1214887,537411
2052018,908353
1804014,797929
1252741,555110
1104128,485792
777753,338837
2007167,888622
1526675,681548
197000,82573
2211897,979452
1299320,577452
1354377,603066
1091198,479777
1418249,634373
1721886,764535
1411073,631284
365331,155521
2175022,961443
2220840,983958
2098829,927257
1560324,695529
1280973,568761
1529928,682445
1893083,835003
1326755,590560
2058678,911864
876380,382003
1118211,490899
2030672,899284
899583,392145
1855219,819469
442403,187490
32803,14330
2240064,993017
1158028,509753
404402,171905
2146472,947835
2079842,920516
657738,285308
1902902,839672
1947958,860765
52868,23290
94022,40338
1385548,619310
251005,105184
2235133,990651
1573141,701450
1003403,439283
694942,302128
1948359,860997
2033870,900298
1437586,643500
773681,336808
1311041,583489
2059428,912156
781927,340726
129732,54576
1710856,760623
1957893,865121
1432537,641321
133198,55897
1510721,675767
817480,354713
2203602,975503
1423127,636798
49934,22083
1319284,586735
1750056,775211
1955340,864170
525963,225911
1131114,496431
1243654,551541
453614,192549
1602432,714489
1297147,576834
2006116,888316
1978391,875094
1722163,764626
1977578,874709
1805573,798543
871832,380425
1730919,767631
1175767,519125
1166879,514367
1684716,749149
1466932,655721
770460,335714
369806,157733
195470,82045
618124,265751
426613,181255
2116192,934884
1717109,763101
515279,221149
603214,259383
1475536,659131
1728558,767039
1398196,625323
1338263,595889
1685191,749332
2211183,979208
1650681,735021
2186582,966787
1496000,667623
1019044,445830
2093963,925673
225831,95171
360273,153085
2064267,913796
115211,48900
83687,35506
1025185,448407
1207881,534405
937017,409873
806869,351043
2191290,969519
1609866,717490
1919557,847113
597959,257270
470668,199998
1007879,441051
1659747,738846
873833,381131
988521,433096
628661,271781
1588052,708608
548423,235753
1763387,781466
1352403,602412
134644,57291
1858472,820597
297596,125529
459311,194933
1187401,523913
547195,235288
833471,361494
1594986,711073
1562077,696865
1541253,687139
423892,180183
1261666,559642
1879415,829407
1045705,458044
956687,419010
2054715,909135
348839,147609
1800000,795893
568701,244783
2170849,959634
294603,123759
774175,336930
43670,20074
1493156,666352
1196727,528126
443892,188141
1657942,738111
1932152,854071
1375198,614407
11342,4639
1520165,679028
1062459,466171
2060247,912586
446663,189583
1286810,571502
1746143,773812
2107296,930390
1327315,590673
1340802,597094
1159349,510688
2095218,926013
536277,230912
573637,246113
214823,90190
850172,369835
202513,85690
580702,249624
419682,178833
854370,371795
193356,81240
533096,229811
1788410,790641
505976,217181
914791,398730
1460727,653273
433866,184111
1063170,466430
991536,434357
1109452,487908
351402,148821
2249616,997415
1259575,558241
530746,228431
606879,260983
1581109,705297
2080723,920771
707115,308541
1736273,769280
1102268,484926
1879522,829439
485256,206978
425368,180738
2204169,975663
2108746,930929
1709863,759885
2252528,998496
1187154,523906
392530,167506
2215128,981242
2189050,968161
2008022,888798
1887551,832673
572579,245867
2099123,927330
62299,27396
1923799,849338
1044517,457662
872815,380791
38590,17438
2131506,941576
564508,242722
1530107,682519
1072453,471325
909309,396284
1896162,836650
559622,240573
1355312,603747
1139154,501025
184133,77988
1959122,865702
1309955,582725
1343098,598157
2046522,906306
322621,137031
493928,211222
315330,132977
1170127,515751
1320914,587678
1861226,821504
150745,63092
1614384,719189
392203,167431
1369381,611410
1297532,576893
1250198,553792
1980422,875916
1359328,605612
1309849,582525
1310229,583040
252626,106035
826286,358603
22614,9576
2076560,919463
99623,42259
478121,203732
843569,366756
57182,24994
231024,97079
1947288,860688
687546,299225
1853349,818505
1825281,806325
1041070,455520
1422572,636397
2237707,991855
1787246,790240
792555,345079
1000631,438538
1902239,839362
1251161,554038
172348,73201
1520544,679241
788559,343464
858245,374156
2191155,969414
1915968,845318
1038743,454792
865228,377396
1805812,798705
711661,310357
418825,178518
2013092,891780
837337,363400
646685,280314
1377974,615868
474208,201705
2019999,895507
44636,20441
1491187,665892
431303,183173
2028164,898118
1035810,453919
387202,165050
1686435,749745
1869553,824791
479392,204263
1487059,664098
2250400,997601
1078429,473532
218976,92138
2118475,935917
363508,154866
1668592,742622
379284,161962
1655288,737050
743399,323700
1473769,658140
15129,6141
912332,397648
666179,289104
10592,4475
44783,20466
353785,149839
1223457,542619
859116,374687
523078,224648
992125,434931
2142745,946452
354754,150305
1041348,455761
692351,300723
1089975,479580
1886660,832453
1260394,558722
888615,387479
1640876,730943
2090698,924851
451433,191940
2187710,967443
602369,259092
1236727,548462
1476201,659612
306952,128956
1633633,728724
305299,128120
1381125,617335
718955,313201
1211154,535606
975002,427674
1267772,562590
646804,280488
1128185,494735
1521835,679804
322366,136922
1519783,678728
1999957,885080
710060,309681
1416545,633747
2103914,929018
891492,388768
986006,432211
637049,275841
839730,364453
2184595,966266
1649431,734476
2007287,888658
358706,152270
1741336,771263
1788202,790525
691879,300563
372356,158802
110702,47150
2169941,959404
2027601,897985
541250,233021
156438,65603
273962,114012
2151205,949788
1707860,759151
1445432,646763
2092447,925150
1700456,755898
731356,318869
1999464,884918
940297,410972
1545354,688661
1997346,884269
1397465,624869
2177615,962348
997239,437244
627270,270947
2230866,988928
2032042,899666
1653169,735879
884311,386001
1344446,598706
1003087,439230
1859330,820930
596869,256579
1253800,555663
1920079,847357
479136,204087
1170589,515843
140900,59249
386385,164646
1235804,548274
461397,195879
1490926,665718
1537688,685530
1241156,550071
1253305,555326
1405382,628040
1739804,770488
2196961,972799
424892,180615
1643941,732130
692532,300725
2014955,892435
1208671,534862
242072,101599
879388,383262
1607409,716288
148779,62499
1413630,632563
446864,189593
308292,129623
1455223,650867
580024,249327
2050296,907846
889595,387925
2002562,886210
1132665,497218
1958086,865255
1484482,662895
1692600,752929
1420283,635789
556207,238612
241376,101300
1349719,601309
304074,127576
665452,288799
130525,54782
1540279,686872
1253413,555386
598621,257521
318818,134544
1588466,708744
915601,399366
2208195,977463
763645,333045
765986,333933
1407075,629101
1881367,830268
1801612,796832
1521575,679658
1275283,565652
797984,347159
2213043,980281
1637038,729708
1202670,531866
355052,150327
442513,187565
2111170,932203
1113349,489411
1819735,804166
221627,93264
1738814,770095
955903,418772
684907,298036
873266,380902
2210806,978995
2125405,939023
1518382,678449
2024517,896882
1326055,590327
1991219,881120
455823,193455
1383197,618224
403391,171549
1332460,593147
1679776,747060
186327,78628
1483392,662558
40768,18241
233063,97648
1093031,480488
1240807,549883
466679,197937
704550,307187
461049,195793
2130669,941097
2031803,899623
2227722,986943
259059,108421
1728921,767083
1640616,730850
925135,403921
367416,156729
1558740,695006
370254,157868
464964,197300
2021841,896123
723197,314642
575598,247276
2185153,966452
1986521,878981
1843267,814658
2203949,975591
1519158,678617
1515990,677634
515811,221323
720964,313736
939917,410884
1017436,445118
544519,234099
1422163,636175
1132900,497356
704297,307116
657044,284832
1467230,655852
19040,7811
636662,275393
110601,47095
281721,118121
151523,63420
34093,15202
40649,18226
1317587,585910
1633525,728683
1991797,881469
2155545,951673
896051,390280
138625,58638
732763,319643
1075305,472287
373658,159644
823228,357378
708578,309083
317392,133502
2179840,963702
1643426,731872
1289718,572788
1457187,652084
2010001,890030
798115,347164
1776281,786378
1526538,681495
1370364,611859
49825,22075
208773,87697
1399330,625720
1736723,769550
170748,72062
307740,129327
2101691,928280
195986,82187
333701,141278
797686,347062
463746,196717
407356,173606
464007,196746
1675887,745505
1732180,767968
514900,221066
1258205,557983
1546968,690149
1358356,605260
833338,361437
731117,318808
1228421,544780
1352795,602542
2091667,924963
1646906,733449
2022056,896167
1227532,544428
656693,284713
1449619,648528
1601181,713783
1508024,674772
441997,187267
1425052,637870
1095257,481184
626397,270264
600228,257996
1399988,625822
922619,402521
4355,1543
888081,387197
462329,196152
1317875,585970
1744505,772935
1770900,784424
962323,422336
866711,377661
712392,310955
2126451,939315
1105175,486229
143971,60401
1778727,787340
642622,278127
150848,63095
2066602,914409
1987627,879731
245343,102982
282253,118388
262498,109597
947518,414683
7989,3329
628284,271468
736682,321382
489813,209261
1167974,514877
1248377,552886
1080538,474832
1490480,665700
1730487,767518
2130386,940901
57592,25154
2180058,963788
1664327,740509
1761182,780446
876962,382150
1410057,630600
1424769,637711
349566,147845
1769059,783931
1487519,664304
908451,396028
648547,281174
1620569,722142
490847,209882
1206863,533770
1157145,509199
1187647,523973
2065380,914017
962200,422326
1820118,804281
321891,136834
1510613,675754
629217,272078
1811450,801079
725815,316308
1603440,714941
566165,243613
2197805,973362
241126,101241
787271,343187
131927,55555
1587935,708569
1031494,451639
2145508,947280
598751,257613
537921,231607
2239536,992590
307591,129288
1663812,740214
981755,430359
1177791,520069
172641,73225
1474285,658350
1562993,697162
151900,63475
1458708,652615
895623,390193
1189131,524764
670444,291467
436064,184733
274280,114144
813453,353286
142470,60141
2042364,904032
123047,52496
1178924,520481
729227,317636
1043293,456630
2152252,950206
1660690,739078
536644,231258
1570700,700670
33215,14585
1963470,867825
896981,391013
1461498,653550
1484707,663018
1367987,610067
487551,208001
503608,216152
2090452,924613
2041669,903858
1876032,828287
713368,311188
1187051,523888
1730683,767569
1929978,852618
1497608,668827
305773,128520
1769634,784139
538477,231961
1622708,723341
13377,5478
335767,142081
428444,182069
413697,176314
718333,312874
2216012,981502
2071849,917088
1321826,587961
633755,273819
1764378,782138
1895172,836088
2176973,962217
896753,390921
1505819,673391
572084,245589
1147429,504281
241025,101196
1291725,573853
56776,24908
1583975,707008
1314993,584827
2163848,956287
396812,169071
1987346,879612
1434257,641947
1756012,777679
1836957,811190
127991,54060
1343931,598423
2110686,931931
1648614,734269
2102276,928380
684570,297892
1894404,835591
1478257,660452
847633,368818
1391514,621920
302752,127235
580519,249618
1605894,716004
114854,48624
2160193,954326
310635,130604
174186,73793
1683402,748651
1749749,775174
1283975,570266
842766,366336
686817,298788
1317282,585836
2028293,898261
400274,170523
466136,197756
2175405,961658
1793815,793490
182950,77502
2041809,903922
1037612,454381
684180,297548
388433,165330
419423,178720
612416,263024
2158769,953426
706050,307961
1942995,858817
1027684,449726
201948,85436
993501,435625
190647,80019
1400375,625994
2246064,996263
1334316,594168
2189981,968914
221372,93205
261814,109424
47229,21134
856801,373306
1812456,801496
879512,383315
1152263,506234
1805175,798433
895886,390276
851268,370284
1454260,650469
1624734,724120
569863,245077
223359,94197
664775,288568
339352,143610
919839,401522
923833,403345
437646,185627
1630437,727276
1878002,829042
1818325,803442
1030018,450442
1404415,627641
1823619,805829
464590,197069
92480,39777
104471,44167
1550933,691896
1249980,553764
1877068,828604
292431,122072
609456,261708
727875,317157
1701555,756067
534877,230386
724609,315232
2062028,913022
105763,44900
2002032,885769
922048,402314
1561867,696578
983233,431009
1114192,489601
59913,26333
1904823,840388
12609,5104
1747978,774716
2103813,928992
1019863,446259
947285,414503
1671602,744418
945634,413648
228340,95976
2080069,920539
1257931,557945
1575018,702173
1878812,829302
1750611,775458
69121,29913
1550160,691458
273069,113672
1945059,859492
834447,362192
87117,37104
2066743,914528
602548,259176
1319177,586594
802447,348812
1930080,852716
751300,326544
1418740,634495
1116543,490390
1639319,730575
1560654,696159
372252,158798
1081114,474894
2107837,930530
146865,61733
899845,392282
1437028,643179
793999,345666
715652,311880
1983221,877087
1792505,792970
565354,243149
1637197,729763
1997494,884354
745784,324681
1952067,862994
873732,381091
960335,421364
1014846,444186
1292385,573969
1015226,444286
310858,130724
471948,200510
1380287,616926
1895398,836263
89770,38247
2027744,897999
1920961,847646
1613416,718775
561269,241211
122373,52338
164170,69047
17163,6969
1512662,676466
1362580,607561
680903,296244
1086744,478442
532509,229484
363345,154865
829342,359692
1168405,515081
1049553,459660
117193,49677
326119,138360
1294407,575101
1122486,492016
1539744,686660
1538330,685871
2093102,925392
45081,20509
1392355,622215
895185,389943
1100257,483642
668622,290022
160915,67552
1820820,804516
1272566,564815
1127223,494206
2061268,912799
991184,434325
443486,188077
2115570,934628
1395492,624043
115565,49060
1341686,597339
1868649,824492
1419536,635386
138108,58486
762302,332553
2091858,924967
1879170,829396
2177232,962269
2064602,913952
558694,240274
2152044,950066
722656,314461
627715,271045
1217407,538617
1557593,694388
1858636,820621
820937,356102
1742406,771597
809416,351894
53826,23780
1539977,686726
905554,395047
1964822,868414
137146,58190
1039001,454862
1629012,726784
2142486,946408
2096254,926349
740927,322984
54302,23978
1321613,587906
1956525,864814
746878,325105
2037383,902509
1579063,704078
1895775,836406
1670331,743351
1162696,512151
2000648,885247
2055849,909746
1905318,840625
154166,64312
1262908,560264
1052932,462143
1337411,595556
1843375,814674
1822696,805458
688474,299637
853164,371034
892290,389120
1995317,883153
1611175,717924
226402,95337
1925671,849992
1508132,674814
960113,421099
1516275,677672
760491,331505
2188725,968067
19459,7966
468794,198774
1562505,696954
419789,178847
865594,377431
360035,152954
1625969,724685
1363007,607745
78425,33395
970029,425755
2243834,995033
2119509,936408
1460837,653286
966304,424108
1360089,605852
1346822,600358
2165287,957223
1468486,656125
259784,108720
354270,150005
1869797,824813
60046,26417
128627,54333
1900436,838799
867145,377914
910299,396719
2192926,970592
279860,117205
1029433,450304
1194147,526987
2136479,943620
2043405,904776
1245141,551851
1482713,662322
696883,303083
636073,274789
2084837,922573
264873,110515
1355904,603906
365461,155926
1065421,467544
85642,36185
989172,433391
1355465,603850
560737,240847
388694,165416
76041,32520
595238,255664
382947,163300
1440094,644586
1033380,452799
723806,314849
77684,33039
1446831,647130
701442,305511
454520,192835
243173,102066
1330161,592256
559888,240596
1264604,561077
2144512,947150
1594093,710735
525316,225613
1395088,623657
367957,157164
2015988,892815
1884026,831234
65456,28391
2172912,960490
986245,432346
1945633,859672
2222702,984559
1567229,699035
113676,48347
916913,399785
1065849,467692
222478,93567
1050446,460494
610463,262194
1615022,719496
545225,234267
91185,39223
558003,239996
20566,8623
1590609,709533
905755,395071
157077,66074
873513,380938
2087278,923569
1680101,747126
1063272,466432
956427,418968
916076,399451
1115259,489918
414747,176681
2120054,936583
1588971,709052
133716,56270
147204,61851
1692075,752776
185316,78134
1312806,583989
1119721,491212
873376,380937
1585614,707693
1666760,741645
7840,3291
447386,189830
1651175,735191
734598,320121
1441342,645074
819536,355323
576341,247663
1535083,684719
1599951,713008
810152,352076
636893,275779
300937,126623
1269690,563445
611131,262755
2088855,924054
399729,170249
2043746,905004
1267213,562387
705505,307525
1715263,762547
1628286,726343
2126564,939414
2164273,956381
807167,351107
1398443,625334
977230,428517
706371,308092
483571,206300
1870432,825332
777642,338795
555521,238351
339247,143603
1247469,552574
1598497,712364
1417276,633909
1164407,513096
1579678,704409
905946,395086
1707405,758796
538588,231981
518308,222528
2013470,891815
1423818,637196
1495216,667327
2150823,949596
1989163,880446
8746,3650
145058,61000
177396,75300
731838,318970
2046379,906189
1515161,677213
1404921,627944
1850529,817125
1195295,527347
1214674,537225
1584631,707212
260022,108784
478363,203767
705235,307365
934360,408642
1977996,874783
1557047,694163
43020,19686
1674573,745257
580126,249404
878691,383195
266203,111164
20736,8712
570499,245288
9764,4038
31658,13989
168784,71291
1217900,538908
1001516,438659
2135463,943152
2134136,942430
1331798,592898
574219,246590
1161584,511776
1976475,874466
2006871,888546
567933,244510
1214367,537185
2152441,950409
410034,174656
757296,329559
603093,259381
1323372,588995
1169517,515491
1329929,592153
1239935,549821
1223558,542660
869071,379155
2047002,906533
663045,288056
635757,274657
124132,52690
783698,341515
1926208,850148
1933911,854707
1462816,653985
779833,340073
1043181,456483
1154005,507077
468669,198769
1872482,826650
1610244,717588
431855,183336
1853533,818561
1069996,469965
1831474,808894
238840,100067
697552,303346
1197197,528848
1252285,554675
2052230,908369
1747562,774500
179541,76149
1893959,835416
194451,81595
654673,284070
329801,139649
1802751,797379
462857,196274
196376,82255
565604,243295
209243,87972
1756993,777953
1661924,739595
914635,398693
935549,409135
1152796,506568
894202,389771
1013641,443698
839177,363983
1881985,830434
980483,429773
2117269,935488
1687532,750006
162264,68153
721767,313976
2103659,928884
1900796,838857
1382258,618022
1984517,877934
1747297,774403
1442791,645608
690478,300181
1816651,802939
628502,271518
31769,13993
2087112,923267
599005,257686
1841571,813734
456928,194133
1544238,688301
1898892,838302
689947,300079
1256650,557217
308880,129943
1060653,465146
586076,251799
878325,383010
1622280,723193
1108109,487432
2009633,889602
1705345,758020
2206842,976763
428229,181976
2217923,982296
309466,130317
481736,205204
615529,264648
427653,181746
1426205,638690
1626729,725006
1295350,575720
1443518,645926
1155303,508087
777109,338297
1902445,839402
1492228,666080
15302,6156
1771256,784531
74676,32114
2240190,993138
578711,248884
474470,201870
399975,170386
732864,319692
449987,191327
353269,149368
104233,44089
1840238,812673
488113,208155
1308387,581942
1929865,852556
577531,248304
1827360,806989
299412,126162
312963,131987
1345305,599173
2249739,997427
1570315,700473
88333,37772
592721,254565
302894,127310
1306871,581215
1537135,685317
1058787,464422
37329,16967
1791462,792186
2078641,920037
1767612,783461
1664441,740664
967339,424627
503221,216040
2109609,931286
1412322,632133
1165634,513521
365891,156085
1471303,657130
229632,96581
1500156,669891
16537,6798
1546117,689088
333483,141232
139654,58874
1652744,735762
142367,60116
1194314,527013
1320181,587140
305003,128095
880449,384028
272172,113498
1393512,622675
69799,30064
629115,272068
1597134,712037
454753,192940
2100934,928011
1930495,852896
685010,298111
16288,6515
1041593,455815
1060101,464920
1861099,821486
425126,180677
635373,274606
1682849,748417
233933,98142
1903030,839850
2162078,955442
688916,299763
1954173,863759
1975436,873910
1109136,487682
1017995,445596
414266,176504
533216,229824
1712668,761325
945746,413870
792068,344862
247929,104270
267291,111503
88083,37741
247680,104214
1313284,584267
1117191,490593
2129119,940570
427859,181822
626515,270286
1141224,501438
276750,115574
1883467,831079
1168545,515148
1302843,579258
1422689,636602
780072,340100
1572898,701432
810294,352238
1921394,847947
1820982,804577
1335101,594329
1543811,688286
724996,315513
1400964,626532
680702,296243
2056583,910196
1983684,877442
117328,49682
664348,288346
2075192,918538
1814618,802114
1671335,744289
1793538,793369
2251512,998254
1547532,690445
2118741,935948
1133563,497461
2174562,961279
2114556,934017
1076576,472994
475975,202494
1744021,772638
1529163,682150
724815,315335
478769,204003
120174,51179
1968196,870744
629957,272538
664911,288589
407249,173475
2224563,985578
1145740,503624
265156,110679
1260270,558719
2220046,983805
1114085,489475
195046,81903
668163,289955
1135023,498275
1484089,662801
1876302,828386
1350442,601765
1239656,549674
1662031,739623
1556656,693900
1385897,619374
976919,428405
1373408,613609
36707,16672
2095867,926148
2110501,931887
345800,146342
1793710,793483
1007093,440585
1488586,664494
850580,369979
282147,118259
1687639,750230
933207,407999
1768901,783847
1467753,656000
1374397,614204
384757,164096
1871303,825934
1564281,697593
1228258,544773
2120262,936634
1448618,648333
1384505,618785
548028,235533
903754,394250
1337258,595496
942110,411951
711560,310304
306749,128941
2242220,994134
164505,69083
78676,33625
958914,420254
722785,314487
291913,121956
1141106,501417
970799,426037
1387619,619782
935693,409257
81412,34547
1135130,498293
2142848,946453
1953051,863294
277473,115887
373158,159044
2156655,952087
1013767,443737
170538,71961
446503,189479
1655520,737210
2005909,888245
81537,34554
1193872,526718
1159693,510856
1968810,870984
1447859,647820
227873,95818
1665696,740981
1459279,652697
73006,31603
950259,416492
1415769,633534
2010800,890286
2212697,979898
1469968,656578
2088128,923808
1181162,521296
2144640,947167
2205387,976007
112746,47855
1444410,646334
930262,406752
1879902,829751
943641,412602
1645454,732787
2071468,916954
2160575,954678
1842452,814263
255398,107321
1040951,455508
1672609,744546
613964,263882
421058,179075
988188,433029
1945527,859615
1305872,580976
1488758,664518
2240911,993531
258827,108362
1920315,847509
852613,370867
1870304,825260
610170,262069
314448,132608
1010644,442240
1938880,856796
1832274,809037
409570,174539
1493268,666409
969785,425655
299243,125919
1782459,788401
1894949,835941
1776562,786421
801247,348158
862029,376454
1242108,550590
2229861,987964
215883,90673
1231043,546426
1336158,594780
1078560,473745
525595,225790
2194306,971325
1648014,734133
282359,118399
1221362,541346
239891,100793
1724419,765510
761933,332346
298109,125628
1327444,590687
1946958,860499
815351,354056
1252553,554927
1860442,821250
1571462,700847
1275392,565660
818866,355134
279976,117245
136262,57783
547417,235363
444846,188358
780330,340209
1882125,830619
562862,242014
1860550,821300
1241276,550088
767445,334526
1754768,777177
2047324,906659
1019332,445981
722012,314080
617230,265304
2001265,885527
52624,23190
1949754,861872
1766685,783011
1993290,882360
853672,371414
473285,201455
1158933,510433
107941,45784
768311,334772
1559365,695352
896861,390957
504597,216654
1722621,764759
291239,121843
1876466,828393
2211326,979322
1901520,839007
2028949,898537
1922189,848295
1787129,790217
1237126,548580
1019702,446149
275715,114922
1805283,798532
931532,407307
2220168,983831
1354210,602947
1531009,682962
682844,296989
162397,68162
1202814,532007
689675,300022
261048,109106
201517,85172
1842883,814490
1104466,485860
1842340,814207
546486,235114
1635882,729426
2196191,972344
1497710,668829
705022,307298
1572006,701032
1197539,528946
2185406,966483
382272,163135
894544,389844
1307371,581440
1408529,629787
1065283,467400
1986681,879074
1433099,641610
801616,348342
1174185,517842
261329,109359
822773,356698
1073022,471778
671797,291968
672265,292197
1102945,485389
1144880,503302
1445855,646828
820002,355639
1569859,700223
2038061,902876
2164009,956298
2242354,994153
596260,256321
1905584,840962
797222,346841
1104797,486004
637935,276409
1918874,846943
347622,146947
1420130,635730
1583835,706989
1160973,511426
2130919,941185
2215839,981485
392314,167465
59787,26242
2074810,918423
2242490,994223
2077634,919649
1060511,465114
895035,389853
413566,176284
738802,322268
667245,289603
773536,336796
1991094,881058
1721549,764478
531635,228769
1241409,550380
1555857,693644
665196,288687
1294742,575333
1717267,763179
905199,394829
475061,202103
2157632,952953
1023457,447820
2233466,989980
93918,40204
1744126,772705
157660,66244
188964,79452
351140,148749
589637,253259
1086328,477969
61690,27294
505330,216890
1940667,857675
186429,78697
1028764,450215
2060732,912700
1042485,456189
1340943,597189
1425661,638175
1786673,790101
1081742,475062
1716265,762764
1254800,556403
757520,329999
734048,319914
931952,407524
70724,30512
1049859,460063
1897335,837235
1687884,750495
1506077,673438
1537429,685425
1169323,515441
609038,261615
2011306,890446
852183,370630
1138277,500733
912884,397775
2197360,973084
986824,432716
1642389,731575
1052420,461892
398047,169512
2229640,987932
2100155,927755
1994237,882726
1967206,870219
1399226,625714
913121,397962
1935419,855402
1779568,787622
600384,258022
1777120,786523
412617,175648
301057,126682
564231,242589
2235252,990706
1045210,457883
394872,168145
2247681,996782
1437768,643562
216693,91074
2084251,922468
675567,294127
1618102,721319
131471,55351
1567628,699153
351886,148873
59505,25847
1277609,566564
132981,55839
778268,339449
811140,352401
931406,407112
821068,356214
1892222,834759
2202859,975137
100077,42432
2037607,902551
1856418,819924
1381232,617478
669067,290433
1602155,714309
48946,21553
1699314,755356
1412193,632106
408974,174437
1897669,837444
89982,38460
1474674,658847
1064498,467092
127027,53860
769921,335546
1741705,771336
1186258,523372
2253517,998970
2250975,997901
618339,266064
1497248,668728
24537,10666
822008,356366
1775759,786230
1847307,816209
841309,365276
688747,299727
1967330,870432
1366316,609057
1064917,467200
1394149,623204
1207630,534188
1696093,753662
1015642,444536
662045,287700
1811554,801084
301552,126818
1966474,869666
1586035,707812
2131715,941687
518698,222643
2094433,925735
1550418,691591
1256765,557250
1664210,740312
2228694,987438
1077310,473157
258188,108284
1389165,620792
86327,36581
1191060,525522
1120191,491273
178368,75780
2004805,887479
557443,239437
752970,327168
1065171,467335
2044597,905445
1469130,656292
1731779,767881
731708,318968
2100039,927735
1792371,792877
1264913,561109
1715863,762699
1288240,572081
269438,112210
1568956,699973
2143986,946966
1395712,624193
827302,358918
1258413,557995
745120,324363
449838,191270
928696,406049
1191446,525870
645990,279824
845527,367619
1169618,515512
1742928,771942
2165080,956957
840491,364803
1853244,818488
1859200,820904
669172,290513
510076,219125
593406,254693
1388763,620673
1169037,515310
11488,4669
1376979,614849
1053890,462374
1019998,446410
964446,423367
935068,408932
1243761,551571
2001808,885749
2077095,919506
1093135,480569
28503,12291
2205016,975976
1958816,865598
149713,62661
1140561,501341
1522486,680012
1762138,780746
713737,311301
343050,145010
1265529,561582
377067,161167
2061873,912923
1257584,557762
318094,134132
288611,120938
1701314,756049
310745,130641
1415539,633477
47523,21153
1617222,720777
785606,342445
1684028,748894
536782,231370
1997988,884692
596056,256060
1118766,491081
2120644,936836
1234725,547659
1185833,522854
2091224,924915
1606791,716141
